SMILES,LOAEL_measured_median,LOAEL_predicted,Confidence
N#Cc1nn(c(c1S(=O)C(F)(F)F)N)c1c(Cl)cc(cc1Cl)C(F)(F)F,0.00013496580117055152,0.017344813680253365,1
Clc1ccc2c(c1)[n+]([O-])nc(n2)n1cncc1,0.00020190555530632425,0.03523100134958194,1
OC(=O)C(Oc1ccc(cc1)Oc1ncc(cc1Cl)C(F)(F)F)C,0.0002764719511333511,0.018009645835635024,1
CCOP(=S)(SCSC(C)(C)C)OCC,0.00034670385697674235,0.004425660789408393,1
COC(=O)C(Oc1ccc(cc1)Oc1ccc(cc1Cl)Cl)C,0.0005861906011027885,0.03191598936338135,1
CCSCSP(=S)(OCC)OCC,0.0006144925475253195,0.001840915966735963,1
CSc1ccc(cc1C)OP(=S)(OC)OC,0.0007185764991867223,0.005508449832284467,1
CCOP(=O)(SC(CC)C)SC(CC)C,0.0008210296720157477,0.008579634171466552,1
CNC(=O)CSP(=S)(OC)OC,0.000872381733741038,0.014593717469688315,1
CCS(=O)CCSP(=O)(OC)OC,0.0008932752807580748,0.0015198540889657284,0.3125
OC(=O)c1ccccc1.CCC(C1OC2(C=CC1C)OC1CC=C(C)C(OC3CC(OC)C(C(O3)C)OC3CC(OC)C(C(O3)C)NC)C(C)C=CC=C3C4(C(C(=O)OC(C2)C1)C=C(C)C(C4OC3)O)O)C,0.0009918273033473258,0.0018793779503536868,0.7758620689655172
COP(=O)(SCCS(=O)(=O)CC)OC,0.0011437981092748413,0.0015198540889657284,0.3125
COC1CC(OC2C(C)C=CC=C3COC4C3(O)C(C=C(C4O)C)C(=O)OC3CC(CC=C2C)OC2(C3)C=CC(C(O2)C(CC)C)C)OC(C1OC1CC(OC)C(C(O1)C)O)C.COC1CC(OC(C1OC1CC(OC)C(C(O1)C)O)C)OC1C(C)C=CC=C2COC3C2(O)C(C=C(C3O)C)C(=O)OC2CC(CC=C1C)OC1(C2)C=CC(C(O1)C(C)C)C,0.0011546496256700967,0.0028270088965558233,1
O=C1CCCC(=O)C1C(=O)c1ccc(cc1Cl)S(=O)(=O)C,0.0012166633663470796,0.002407097420013963,1
CCOP(=O)(N1CCSC1=O)SC(CC)C,0.001341107599716744,0.0011515824980518601,1
O=C1CCCC(=O)C1C(=O)c1ccc(cc1[N+](=O)[O-])S(=O)(=O)C,0.001414591694222218,0.019307092486906843,1
CCOP(=O)(Oc1ccc(c(c1)C)SC)NC(C)C,0.001516363034790411,0.007657024526944333,1
CCSCCSP(=O)(OC)OC,0.001519854088965729,0.000883234745514374,1
COC(=O)/C=C(/OP(=O)(OC)OC)\C,0.0015614663384413926,0.038332425152094556,1
C1CCC(CC1)[Sn](n1ncnc1)(C1CCCCC1)C1CCCCC1,0.0018110419025972907,0.014704825918970935,1
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)[C@H](C(C)C)Nc1ccc(cc1Cl)C(F)(F)F,0.001988416717024977,0.012590156321812351,1
COP(=O)(SC)N,0.0020548549325897737,0.045296304153967855,0.13333333333333333
CCCSP(=O)(SCCC)OCC,0.002063225311384027,0.0018731882921710285,1
COP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OC,0.002089606472099723,0.01737984618635041,1
COc1sc(=O)n(n1)CSP(=S)(OC)OC,0.0021168829879502555,0.011073447351926287,1
O=C1CCCC(=O)C1C(=O)c1ccc(c(c1Cl)COCC(F)(F)F)S(=O)(=O)C,0.002381932321850521,0.007692682105248146,1
OC(=O)c1ccccc1.CCC(C1OC2(C=CC1C)OC1CC=C(C)C(OC3CC(OC)C(C(O3)C)OC3CC(OC)C(C(O3)C)NC)C(C)C=CC=C3C4(C(C(=O)OC(C2)C1)C=C(C)C(C4OC3)O)O)C,0.0024795682583683147,0.001880233874102364,1
CSc1ccc(cc1C)OP(=S)(OC)OC,0.0025868754613179463,0.008959434615561151,1
O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,0.002596303652874617,0.07470222573840693,1
CCOP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OCC,0.002852364738724816,0.014300523748580053,1
COP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OC,0.003100456591840454,0.02321316597224481,1
Fc1ccc(cc1)N(C(=O)COc1nnc(s1)C(F)(F)F)C(C)C,0.0033027779077186826,0.031034162092124017,1
CCOP(=S)(Oc1ccc2c(c1)oc(=O)c(c2C)Cl)OCC,0.0033630532459809582,0.009462543754698434,1
CNC(=O)Oc1cccc2c1OC(O2)(C)C,0.0035838244976124515,0.08761345281390893,1
O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,0.003608862040355308,0.07470222573840693,1
OC(=O)COc1nc(Cl)c(cc1Cl)Cl,0.0038990829980641837,0.06919651159726646,1
CCc1nn(c(c1Cl)C(=O)NCc1ccc(cc1)Oc1ccc(cc1)C)C,0.003907559846623587,0.09871158498928112,1
