SMILES,LOAEL_measured_median,LOAEL_predicted,Confidence
ClC12C3C4(C(C1(Cl)Cl)(C1(C2(C3(Cl)C(C41Cl)(Cl)Cl)Cl)Cl)Cl)Cl,1.9566e-05,0.0018377000000000018,0.25
ClC1=C(Cl)C2(C(C1(Cl)C1C2C2CC1C=C2)(Cl)Cl)Cl,2.7404e-05,0.0014286257712741353,1
N#Cc1nn(c(c1S(=O)C(F)(F)F)N)c1c(Cl)cc(cc1Cl)C(F)(F)F,0.00013611,0.010768275686535727,1
Clc1ccc2c(c1)[n+]([O-])nc(n2)n1cncc1,0.00020191,0.0703800730823712,1
OC(=O)C(Oc1ccc(cc1)Oc1ncc(cc1Cl)C(F)(F)F)C,0.00027647,0.009584462064549125,1
CCOP(=S)(SCSC(C)(C)C)OCC,0.00027736000000000004,0.0023959628464292207,1
ClC1C2OC2C2C1C1(Cl)C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl,0.00028896749999999995,0.0008133919013026461,1
ClC1=C(Cl)C2(C(C1(Cl)C1C2C2CC1C1C2O1)(Cl)Cl)Cl,0.000295345,0.00042831779869634647,1
CCSCCSP(=S)(OCC)OCC,0.00036443,0.001896468610059568,1
CNC(=O)ON=CC(SC)(C)C,0.00052559,0.060919494369489686,1
COC(=O)C(Oc1ccc(cc1)Oc1ccc(cc1Cl)Cl)C,0.00058619,0.09982005414868787,1
CCSCSP(=S)(OCC)OCC,0.00061449,0.0007937147377159493,1
OC1CCCCCc2cc(O)cc(c2C(=O)OC(CCC1)C)O,0.00062036,0.46407564001892226,1
ClC1C=CC2C1C1(Cl)C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl,0.000843785,0.0002385960642707865,1
c1ccc(cc1)[Sn](c1ccccc1)c1ccccc1,0.00085711,0.6397057331757809,1
CCOP(=O)(SC(CC)C)SC(CC)C,0.000872805,0.004304742760365683,1
CCS(=O)CCSP(=O)(OC)OC,0.00089328,0.0013951101578154512,1
ClC1CC2C(C1Cl)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,0.000939545,0.00013454529642362563,1
COP(=S)(Oc1ccc(cc1)N(=O)=O)OC,0.00094982,0.00971358102445769,1
Clc1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,0.0010183,0.10288014553454179,1
CNC(=O)CSP(=S)(OC)OC,0.0010905,0.009515127939063834,1
COP(=O)(SCCS(=O)(=O)CC)OC,0.0011438,0.0012475492886251487,1
COC1CC(OC2C(C)C=CC=C3COC4C3(O)C(C=C(C4O)C)C(=O)OC3CC(CC=C2C)OC2(C3)C=CC(C(O2)C(CC)C)C)OC(C1OC1CC(OC)C(C(O1)C)O)C.COC1CC(OC(C1OC1CC(OC)C(C(O1)C)O)C)OC1C(C)C=CC=C2COC3C2(O)C(C=C(C3O)C)C(=O)OC2CC(CC=C1C)OC1(C2)C=CC(C(O1)C(C)C)C,0.0011546,0.004561050541923855,1
ClC12C(Cl)(Cl)C3(C4(C1(Cl)C1(C2(Cl)C3(C4(C1(Cl)Cl)Cl)Cl)Cl)Cl)Cl,0.0012831,0.0018376999999999998,0.21428571428571427
CCOP(=O)(N1CCSC1=O)SC(CC)C,0.0013411,0.013458067032651793,1
O=C1CCCC(=O)C1C(=O)c1ccc(cc1[N+](=O)[O-])S(=O)(=O)C,0.0014146,0.012657810238506893,1
CCOP(=S)(Oc1ccccc1C(=O)OC(C)C)NC(C)C,0.0014476,0.1865959227891729,1
CCSCCSP(=O)(OC)OC,0.0015199,0.000892447632027103,1
CCOc1cc(nc(n1)CC)OP(=S)(OC)OC,0.0015396,0.008735989693461706,1
COC(=O)C=C(OP(=O)(OC)OC)C,0.0015615,0.0019374612836842897,1
COC(=O)/C=C(/OP(=O)(OC)OC)\C,0.0015615,0.0023812687906506857,1
OC(=O)c1ccccc1.CCC(C1OC2(C=CC1C)OC1CC=C(C)C(OC3CC(OC)C(C(O3)C)OC3CC(OC)C(C(O3)C)NC)C(C)C=CC=C3C4(C(C(=O)OC(C2)C1)C=C(C)C(C4OC3)O)O)C,0.001735715,0.0015985644724030843,1
C1CCC(CC1)[Sn](n1ncnc1)(C1CCCCC1)C1CCCCC1,0.001811,0.008460298774188546,1
ClC1C2(Cl)C3C4C5C1(Cl)C(C2(Cl)C5C3C1C4O1)(Cl)Cl,0.0018377,0.00020875483295948783,1
CNC(=O)CCSCCSP(=O)(OC)OC,0.0018793,0.0033386848364462857,1
COC1CC(OC2C(C)C=CC=C3COC4C3(O)C(C=C(C4O)C)C(=O)OC3CC(CC=C2C)OC2(C3)C=CC(C(O2)C(C)C)C)OC(C1OC1CC(OC)C(C(O1)C)NC(=O)C)C,0.00194425,0.0020143710247334714,1
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)[C@H](C(C)C)Nc1ccc(cc1Cl)C(F)(F)F,0.0019884,0.0076981325245616,1
CNC(=O)C=C(OP(=O)(OC)OC)C,0.0020165,0.006177167042632852,1
COP(=O)(SC)N,0.0020549,0.33146588454802073,1
COP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OC,0.0020896,0.012983526722500053,1
CSc1ccc(cc1C)OP(=S)(OC)OC,0.00210185,0.005320692177639907,1
CO[C@H]1C[C@H](O[C@H]2[C@@H](C)C=CC=C3CO[C@H]4[C@]3(O)[C@@H](C=C([C@H]4O)C)C(=O)O[C@H]3C[C@@H](CC=C2C)O[C@]2(C3)C=C[C@@H]([C@H](O2)[C@H](CC)C)C)O[C@H]([C@@H]1O[C@H]1C[C@H](OC)[C@H]([C@@H](O1)C)O)C,0.0022907,0.011582167147627994,1
O=C1CCCC(=O)C1C(=O)c1ccc(c(c1Cl)COCC(F)(F)F)S(=O)(=O)C,0.0023819,0.01161082890621692,1
S=C1NCCN1,0.0024472,0.10060506855819094,1
COC(=O)C(Oc1ccc(cc1)Oc1ncc(cc1Cl)C(F)(F)F)C,0.0026615,0.00019208559973307702,1
CCOP(=S)(OCC)SCSc1ccc(cc1)Cl,0.0029166,0.005596997777393952,1
C1CCN2C(C1)C1CCCCN1CC2,0.0029591,0.14662384480405752,1
Fc1ccc(cc1)N(C(=O)COc1nnc(s1)C(F)(F)F)C(C)C,0.0033028,0.06832973356895798,1
CCOP(=S)(Oc1ccc2c(c1)oc(=O)c(c2C)Cl)OCC,0.0033631,0.03300231995545067,1
CNC(=O)Oc1cccc2c1OC(O2)(C)C,0.0035838,0.12101892517941863,1
O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,0.0036089,0.2530228410823332,1
CCc1nn(c(c1Cl)C(=O)NCc1ccc(cc1)Oc1ccc(cc1)C)C,0.0039076,0.02662915316523073,1
CCCCSP(=O)(SCCCC)SCCCC,0.0039744,0.10983758967815381,1
CCOP(=S)(Oc1ncn(n1)c1ccccc1)OCC,0.0041492,0.02885177735998658,1
CCOP(=O)(OC(=CCl)c1ccc(cc1Cl)Cl)OCC,0.0041717,0.008743085768806605,1
CCOP(=O)(O/C(=C/Cl)/c1ccc(cc1Cl)Cl)OCC,0.0041717,0.014923975565331742,1
Clc1nc(nc(n1)Cl)Nc1ccccc1Cl,0.0041739,0.09860886699679428,1
Clc1cccc(n1)C(Cl)(Cl)Cl,0.0043308,0.2937201288867553,1
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)C(C(Br)(Br)Br)Br,0.0045112,0.05153306096689031,1
COc1sc(=O)n(n1)CSP(=S)(OC)OC,0.00471335,0.0098233419774848,1
N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)/C=C(/c1ccc(cc1)Cl)\Cl,0.0048983,0.02646060829035957,1
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,0.0049418,0.00289671937964297,1
CCOP(=O)(Oc1ccc(c(c1)C)SC)NC(C)C,0.0049447,0.009237493358223225,1
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C(C(C)C)Nc1ccc(cc1Cl)C(F)(F)F,0.004971,0.006735318057269352,1
CCNc1nc(nc(n1)Cl)NC(C#N)(C)C,0.0051933,0.020162243183459532,1
CC(Cc1ccc(cc1)C(C)(C)C)CN1CC(C)OC(C1)C,0.0056016,0.06867843129491749,1
COP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OC,0.00620095,0.010805659777341832,1
COC(=O)Nc1nc2c([nH]1)cc(cc2)S(=O)c1ccccc1,0.0063422,0.411498657480619,1
ClCC(N1C(=O)c2c(C1=O)cccc2)SP(=S)(OCC)OCC,0.0063477,0.010270543883879418,1
CCOP(=S)(Oc1ccc(cc1)N(=O)=O)OCC,0.0067295,0.007185721681550899,1
OC(C(Cl)(Cl)Cl)(c1ccc(cc1)Cl)c1ccc(cc1)Cl,0.0067479,0.051697974947930006,1
CNC(=O)Oc1cc(C)c(c(c1)C)N(C)C,0.0067481,0.05001223957485274,1
COC(=O)N(C(=O)N1COC2(C(=N1)c1ccc(cc1C2)Cl)C(=O)OC)c1ccc(cc1)OC(F)(F)F,0.0068203,0.06269233640610042,1
CCNc1nc(Cl)nc(n1)NC(C)(C)C,0.0069218,0.021265565272011896,1
CCOP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OCC,0.0070384,0.004952730534104147,1
Cc1nn(c(c1/C=N/OCc1ccc(cc1)C(=O)OC(C)(C)C)Oc1ccccc1)C,0.0071176,0.004482607950821791,1
Cc1nn(c(c1C=NOCc1ccc(cc1)C(=O)OC(C)(C)C)Oc1ccccc1)C,0.0073074,0.004959281689187692,1
Clc1ccc(cc1)C(c1ccccc1Cl)(c1cncnc1)O,0.0075484,0.026071543860770922,1
