SMILES,LOAEL_measured_median,LOAEL_predicted,Prediction_interval_low,Prediction_interval_high,Warnings
OCC(CCl)O,-1.1153918435974652,1.28425735093239,-2.9111610825735674,0.6803773953786372,T
CCOC(=O)c1ccccc1C1=c2cc(C)c(cc2=[O]c2c1cc(C)c(c2)NCC)NCC,-1.0031348691849065,1.5677685143097857,-1.9346467872831545,-0.07162295108665839,T
C=Cc1ccccc1,-0.9550898062018535,-0.43719545247852387,,,T
OCC(CO)O,-0.8949809764434643,-1.8735472827377653,-2.57893374562612,0.7889717927391914,T
CCOC(=O)c1ccccc1C(=O)OCC,-0.8167024508314199,-1.300073495267144,-1.7252864222711208,0.09188152060828092,F
CCOP(=S)(Oc1ccccc1C(=O)OC(C)C)NC(C)C,-0.805185508371467,2.839351425563838,,,T
CCCOC(=O)c1ccc(cn1)C(=O)OCCC,-0.7998288596493326,0.00221620394895718,-1.9960593880440536,0.3964016687453884,T
COC(=O)c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)OC,-0.690095753465162,0.6716023589026847,-1.9430338992971912,0.5628423923668672,T
COC(=O)c1ccc(cc1)C(=O)OC,-0.6671884433070492,0.19130299738850176,-1.8966674770807765,0.5622905904666782,T
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-0.6028980668990341,-0.3335681749239878,-2.212359274289731,1.006563140491663,T
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,-0.5263173619268487,-0.1774499209718248,-2.0529211688447084,1.0002864449910112,T
CN1N(C)C(CC1c1ccccc1)c1ccccc1,-0.5157088387511396,0.3050966001866355,-0.7508710422905538,-0.2805466352117254,T
CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC,-0.5070424191548362,0.29065370490612896,-2.326689450270539,1.3126046119608665,T
Oc1cccc2c1nccc2,-0.5029137726391129,0.00650645523101598,-1.1378212344037073,0.13199368912548148,T
CCCCOCC(OCC(O)C)C,-0.49880214323496364,0.17218502835569832,-1.4836638562981026,0.4860595698281752,T
Oc1ccccc1,-0.45578047061866245,-0.5629111450476486,-1.8573619935160988,0.945801052278774,T
OCC(C1OC(=O)C(=C1O)O)O,-0.451962525872906,-1.0921270756293922,-4.777890394802789,3.8739653430569767,T
CCCCCCCCCC[N+](CCCCCCCCCC)(C)C.[Cl-],-0.44973218396518694,0.7526160071097443,-1.0916928061635842,0.1922284382332104,F
Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,-0.444391118239584,-0.8280021578068849,,,T
CCOc1nc(F)cc2n1nc(n2)S(=O)(=O)Nc1c(Cl)cccc1C(=O)OC,-0.4276846948393247,0.1213920435061682,-2.1124813166828376,1.2571119270041882,T
COC(=O)c1ccc(cc1C1=NC(C(=O)N1)(C)C(C)C)C,-0.42410085412229515,0.7609258617641064,-1.6774326944235187,0.8292309861789283,T
Nc1ccc(c(c1)N)O,-0.4041360853999684,0.6959836634792338,-1.5395612056215355,0.7312890348215986,T
COC(=O)c1ccccc1C(=O)OC,-0.4000937921375286,-1.0128372247051722,-2.264647109763858,1.4644595254888007,F
CC(c1ccc(cc1)O)(c1ccc(cc1)O)C,-0.39578729729202006,0.6595162253742823,-1.242365791315308,0.45079119673126805,T
C[N]1(C)CCCCC1,-0.3875534179094195,-0.11839701195157529,-1.7774541611636114,1.0023473253447723,F
CCCOC(=O)c1ccc(cc1)O,-0.3774605559294474,-0.9203372888854956,-1.7698122672065355,1.0148911553476405,T
CCCOC(=O)c1cc(O)c(c(c1)O)O,-0.3449175637597177,-0.6097651056927426,-1.1860325459442866,0.4961974184248513,T
CCCCCCCCCCCC(=O)OCC(C1OCC(C1O)O)O,-0.33534089016096036,-1.2981322917796099,,,T
CCCCCCCCCCCCCCCCCC(=O)OCC(C1OCC(C1O)O)O,-0.33534089016096036,-1.2234180569052944,,,T
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1ncccc1C(F)(F)F,-0.32895477929106387,1.4860902121726176,-0.9308382688134843,0.27292871023135656,T
CCN(C(=O)C(Oc1cccc2c1cccc2)C)CC,-0.32383231042120275,0.5949156754237579,-1.0827263330048638,0.43506171216245815,T
CCCCC(COC(=O)CCCCC(=O)OCC(CCCC)CC)CC,-0.30140033212106965,-0.6072297750805989,-2.36080491865338,1.7580042544112409,T
O=C1OC(=O)c2c1cccc2,-0.2990817252002266,-0.9031171295488665,-1.4269992494678543,0.828835799067401,T
Oc1ccc2c(c1N=Nc1ccccc1)ccc(c2)S(=O)(=O)O,-0.297863599934451,0.26105304667829976,,,T
OC(=O)c1nc(Cl)c(c(c1Cl)N)Cl,-0.29156039787574267,0.08181233864107436,-0.9927195628843715,0.40959876713288607,T
CC(Cc1ccccc1)N,-0.28988092908947033,1.4320213492988039,-1.2475118514637211,0.6677499932847804,T
COc1cc(OC)n2c(n1)nc(n2)S(=O)(=O)Nc1c(Cl)ccc(c1Cl)C,-0.2649550348520296,1.1443173332617613,,,T
Cc1cnc2c(c1)ccc(c2C(=O)O)Cl,-0.254406037002516,-0.5235904048292048,,,T
Oc1ccc(c(c1)C(C)(C)C)O,-0.24625232787206097,-0.1315224289130697,-1.5667228767176646,1.0742182209735427,T
ClCC[N+](C)(C)C.[Cl-],-0.23797298114704346,0.10193883123023993,-0.8812170597089506,0.40527109741486367,T
COc1ccc(c(c1)OC)N,-0.2059457350368285,-0.2557065825826247,-1.7356623053986062,1.323770835324949,T
NCCNc1cccc2c1cccc2,-0.19006135174391262,0.37248052866231735,-1.3332276392791833,0.953104935791358,T
ClCC[N+](C)(C)C,-0.18796509662753252,-0.025387799890407722,-0.7512374874464574,0.37530729419139236,F
COc1nc(nc(c1)OC)NC(=O)NS(=O)(=O)Cc1ccccc1C(=O)OC,-0.17254475276481523,0.12325116643447916,-1.5195657633512871,1.1744762578216568,T
CCCCCCCCCCCCC1=C(OC(=O)C)C(=O)c2c(C1=O)cccc2,-0.16783998700198743,1.6306542448653294,,,T
CCc1ccc(cc1)C(=O)NN(C(C)(C)C)C(=O)c1cc(C)cc(c1)C,-0.16711544128898898,0.8640764377019816,-1.254556608032987,0.920325725455009,T
CON=C(c1ccccc1COc1ccccc1C)C(=O)OC,-0.16247894773251925,-0.07509896249967626,-1.6486171925284119,1.3236592970633734,F
Oc1ccccc1c1ccccc1,-0.10716645530451896,-0.4941128329258674,-1.4928467113186565,1.2785138007096188,T
CC=Cc1ccc(cc1)OC,-0.10306624248746299,-0.3657125618924928,-1.1808123847518623,0.9746798997769363,T
COC(=O)c1csc(c1S(=O)(=O)NC(=O)n1nc(n(c1=O)C)OC)C,-0.072625338057362,0.22228326139037405,-0.8290193741392164,0.6837686980244924,T
COC(=O)c1ccc(cc1)O,-0.059237640450220126,-0.9938284615355355,-1.70188237115089,1.5834070902504496,T
CCOc1ccc(cc1N)NC(=O)C,-0.05682286223855001,-0.7854010249923875,-1.5670023471354178,1.4533566226583177,T
