SMILES,LOAEL_measured_median,LOAEL_predicted,Prediction_interval_low,Prediction_interval_high,Warnings
OCC(CCl)O,-1.562054152403093,1.28425735093239,-2.5340531054797344,-0.5900551993264519,T
OCC1OC2OC3C(CO)OC(C(C3O)O)OC3C(CO)OC(C(C3O)O)OC3C(CO)OC(C(C3O)O)OC3C(OC(OC4C(OC(OC5C(OC(OC1C(C2O)O)C(O)C5O)CO)C(O)C4O)CO)C(O)C3O)CO,-0.9779954553320698,-0.1491266997426143,,,T
C=Cc1ccccc1,-0.9550898062018535,-0.43719545247852387,,,T
CCCCCCCCCCCCCCCCCC(=O)OCC(C1OCC(C1O)O)O,-0.915916703376741,-1.2234180569052944,-2.334973894063592,0.5031404873101095,T
CCCCCCCCCCCC(=O)OCC(C1OCC(C1O)O)O,-0.9083542414730259,-1.2981322917796099,-2.313687378597181,0.4969788956511292,T
CCOC(=O)c1ccccc1C(=O)OCC,-0.8110808667157846,-1.300073495267144,-1.701959844029831,0.0797981105982617,F
COC(=O)c1ccc(cc1C1=NC(C(=O)N1)(C)C(C)C)C,-0.6359842393783978,0.7609258617641064,-1.6991292201388357,0.4271607413820403,T
Oc1ccc(c(c1)C(C)(C)C)O,-0.5963210138378313,-0.1315224289130697,-1.550678837345413,0.3580368096697504,T
CCCOC(=O)c1ccc(cn1)C(=O)OCCC,-0.5764201621107051,0.00221620394895718,-1.7012048731209592,0.5483645488995491,T
CCOC(=O)c1ccccc1C1=c2cc(C)c(cc2=[O]c2c1cc(C)c(c2)NCC)NCC,-0.5448837824114308,1.5677685143097857,-1.5101039265955845,0.42033636177272293,T
CN1N(C)C(CC1c1ccccc1)c1ccccc1,-0.5117151014692279,0.3050966001866355,-0.7564799544906302,-0.2669502484478257,T
CCCOC(=O)c1ccc(cc1)O,-0.4872156955524524,-0.9203372888854956,-1.7014988829411404,0.7270674918362354,T
Oc1cccc2c1nccc2,-0.4788724271582519,0.00650645523101598,-1.1852224375121265,0.22747758319562267,T
CC(Cc1ccccc1)N,-0.4617409712038057,1.4320213492988039,-1.1856009124545601,0.2621189700469488,T
CCCCCCCCCC[N+](CCCCCCCCCC)(C)C.[Cl-],-0.4477056930168912,0.7526160071097443,-1.2447550994104928,0.34934371337671044,F
N#Cc1c[nH]cc1c1cccc2c1OC(O2)(F)F,-0.444391118239584,0.3475367308737387,,,T
Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,-0.444391118239584,-0.8280021578068849,,,T
CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC,-0.4351641567538741,0.29065370490612896,-2.2821150281351947,1.4117867146274468,T
C[N]1(C)CCCCC1,-0.4198738509740628,-0.11839701195157529,-1.9192767093683685,1.0795290074202426,F
CCCCOCC(OCC(O)C)C,-0.4159590780568503,0.17218502835569832,-1.6011860738366792,0.7692679177229786,T
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,-0.4154209884906512,-0.1774499209718248,-1.8567474549314515,1.025905477950149,T
COC(=O)c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)OC,-0.4090829913893608,0.6716023589026847,-1.7943465470466229,0.9761805642679013,T
ClCC[N+](C)(C)C.[Cl-],-0.3833387371318723,0.10193883123023993,-0.9674719647549804,0.20079449049123588,T
Nc1ccc(c(c1)N)O,-0.3733122046862289,0.6959836634792338,-1.8622407327748898,1.1156163234024319,T
Oc1ccc2c(c1N=Nc1ccccc1)ccc(c2)S(=O)(=O)O,-0.3722069100826829,0.26105304667829976,-1.1405297824735272,0.3961159623081615,T
OCC(C1OC(=O)C(=C1O)O)O,-0.371381323159213,-1.0921270756293922,-4.808440023933355,4.0656773776149295,T
OCC(CO)O,-0.3493597635935485,-1.8735472827377653,-1.6846606046033923,0.9859410774162954,T
Oc1ccccc1,-0.3478349320917927,-0.5629111450476486,-1.664222529416954,0.9685526652333684,T
CCCCC(COC(=O)CCCCC(=O)OCC(CCCC)CC)CC,-0.33439553322568216,-0.6072297750805989,-2.355319128856811,1.686528062405447,T
CCN(C(=O)C(Oc1cccc2c1cccc2)C)CC,-0.32011299883093697,0.5949156754237579,-1.0326731115121746,0.3924471138503007,T
OC(=O)c1nc(Cl)c(c(c1Cl)N)Cl,-0.30263735252917623,0.08181233864107436,-1.208942122320849,0.6036674172624966,T
CC(c1ccc(cc1)O)(c1ccc(cc1)O)C,-0.3024152984980053,0.6595162253742823,-1.3783959224196756,0.773565325423665,T
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-0.2887558242367522,-0.3335681749239878,-2.0965050078972136,1.5189933594237093,F
COC(=O)c1ccc(cc1)O,-0.28570947906060057,-0.9938284615355355,-1.394446525375503,0.8230275672543019,F
O=C1OC(=O)c2c1cccc2,-0.28406321015078456,-0.9031171295488665,-1.5086619452481567,0.9405355249465877,T
Cc1cnc2c(c1)ccc(c2C(=O)O)Cl,-0.254406037002516,-0.5235904048292048,,,T
CCCOC(=O)c1cc(O)c(c(c1)O)O,-0.24018740674233652,-0.6097651056927426,-1.1639360359587176,0.6835612224740446,T
COc1ccc(c(c1)OC)N,-0.23852325196613902,-0.2557065825826247,-1.741779040381749,1.2647325364494708,T
NCC(c1ccc(cc1)O)O,-0.208679676259417,-0.21274676478407128,-1.6225027666262786,1.2051434141074446,T
CON=C(c1ccccc1COc1ccccc1C)C(=O)OC,-0.19657529919494982,-0.07509896249967626,-1.7587289937521964,1.3655783953622966,F
Clc1ccc(c(n1)C(=O)O)Cl,-0.17689593654036354,0.10720996964786836,-1.167247514853839,0.813455641773112,T
CC=Cc1ccc(cc1)OC,-0.1717057061015233,-0.3657125618924928,-1.2629891021523565,0.91957768994931,T
CCCCCCCCCCCCC1=C(OC(=O)C)C(=O)c2c(C1=O)cccc2,-0.16783998700198743,1.6306542448653294,,,T
COC(=O)c1ccc(cc1)C(=O)OC,-0.15761138869665958,0.19130299738850176,-1.779414059679472,1.4641912822861531,T
CCOC(=O)COC(=O)c1ccccc1C(=O)OCC,-0.1522018913313945,-0.9503599855766129,-1.9989940442493463,1.6945902615865573,T
COc1cc(OC)n2c(n1)nc(n2)S(=O)(=O)Nc1c(Cl)ccc(c1Cl)C,-0.13650340022880764,1.1443173332617613,,,T
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1ncccc1C(F)(F)F,-0.11569164838200391,1.4860902121726176,-0.8371141308655057,0.6057308341014978,T
CCc1ccc(cc1)C(=O)NN(C(C)(C)C)C(=O)c1cc(C)cc(c1)C,-0.1074538058615325,0.8640764377019816,-0.686007585665402,0.47109997394233694,T
CC(c1cc(ccc1O)C(c1ccc(c(c1)C(C)C)O)(C)C)C,-0.08077193458360293,1.0968340181230818,-1.4533598844451063,1.2918160152779006,T
COC(=O)c1csc(c1S(=O)(=O)NC(=O)n1nc(n(c1=O)C)OC)C,-0.07208657502882991,0.22228326139037405,-0.8290288858833332,0.6848557358256735,T
COC(=O)c1ccccc1O,-0.05969805089104759,-0.3740330955456876,-1.9086325016114016,1.7892363998293064,T
c1ccc(cc1)Nc1ccccc1,-0.05641741451989554,0.7838147697594608,-1.384475607260682,1.2716407782208912,T
NCCNc1cccc2c1cccc2,-0.050724031483985146,0.37248052866231735,-1.6916832521586613,1.590235189190691,T
CCOc1ccc(cc1N)NC(=O)C,-0.04685324075790389,-0.7854010249923875,-1.5485357148450791,1.4548292333292714,T
COC(=O)c1ccccc1C(=O)OC,-0.035805773907654236,-1.0128372247051722,-1.6934392333320085,1.6218276855167,T
CO/N=C(\c1ccccc1COc1ccccc1C)/C(=O)OC,-0.03093090354173978,-0.2291345059654671,-1.2479189020468349,1.1860570949633553,F
CCCOc1nn(c(=O)n1C)C(=O)[N-]S(=O)(=O)c1ccccc1C(=O)OC.[Na+],-0.012030499783207768,-0.07532793416325864,-1.6662504836683918,1.6421894841019764,T
CCCOC(=O)NCCCN(C)C,-0.003936522105263074,-0.557735717818272,,,T
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1ncccc1S(=O)(=O)CC,-0.0004369210106185466,0.5521445556544645,-2.695756184175855,2.6948823421546177,F
N=C(NC(=N)N)NCCc1ccccc1,0.00565418829316897,0.4489771869661306,-1.2591226140984748,1.2704309906848126,T
Oc1ccc(c(c1)C)C,0.01025870404630839,0.9408153823686288,-1.839577320978352,1.8600947290709688,T
ClCC[N](C)(C)C,0.036786298561930234,-0.3507905474264569,-0.2958397667673087,0.36941236389116916,F
Nc1ccc2c(c1)nc1c(c2)ccc(c1)N,0.0698289538854612,0.6485515770908835,-1.3490714711326404,1.488729378903563,T
COc1ccc(cc1NNC(=O)OC(C)C)c1ccccc1,0.08755072620673124,1.8865580460346785,-1.204172682465142,1.3792741348786044,T
CCOC(=O)Cn1c(=O)sc2c1c(Cl)ccc2,0.10046129700095582,1.3372138456888123,-2.064752002048179,2.265674596050091,T
OC(=O)c1ccccc1N,0.10724937292685584,-1.3023309286843994,-1.4291123123527432,1.6436110582064547,T
Clc1cccc(c1)c1ccccc1,0.12586233831044724,1.6736026866528875,-1.4597118235621647,1.711436500183059,T
COc1c(Cl)ccc(c1C(=O)O)Cl,0.13450708074095677,0.28377121583005716,-1.2962065878103521,1.5652207492922656,T
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,0.14495892528589976,0.9198156615350678,,,T
COc1ccc(cc1)N,0.1461023388976775,-0.5853366276411315,-1.2439199292809866,1.5361246070763415,T
CO/C=C(\c1ccccc1COc1cccc(n1)C(F)(F)F)/C(=O)OC,0.15216916046236786,0.6289117435565361,-0.8374668898422662,1.141805210767002,T
Nc1ccc(cc1)O,0.17150510881763908,-0.7983951029360405,-1.1505151039374524,1.4935253215727307,T
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1n2ccccc2nc1S(=O)(=O)CC,0.1801406680614787,-0.4402319362267889,-0.6382052031527424,0.9984865392756997,T
Clc1cc(N)c(c(n1)C(=O)O)Cl,0.1890018894346236,-0.6840010770259624,-0.45129868812091467,0.8293024669901619,F
COC(=O)Nc1nc2c([nH]1)cc(cc2)S(=O)c1ccccc1,0.19055208965591924,2.197760066703943,-1.2365018295424595,1.6176060088542978,F
O=C(Nc1cc(F)cc(c1)F)N/N=C(/c1ncccc1C(=O)O)\C,0.19092027134352724,-0.14983469671578495,,,T
CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(n1)OC,0.20983611928660778,0.5209576284133699,-1.2400569341332888,1.6597291727065044,T
CC(N(c1c(cc(cc1N(=O)=O)S(=O)(=O)N)N(=O)=O)C(C)C)C,0.22438227140350767,0.9296503667570981,,,T
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)Nc1ccccc1C(=O)N(C)C,0.24126998935825866,-0.07114529045108281,-0.6248999407771312,1.1074399194936486,T
Cc1cccc(c1O)C,0.25340705877685,1.3087946941073485,-1.0886003643973234,1.5954144819510234,T
Cn1cc(c2cccc(c2)C(F)(F)F)c(=O)c(c1)c1ccccc1,0.2576196283606624,1.062701827638619,-0.33757018175826675,0.8528094384795915,T
O=N(=O)c1cccc2c1cccc2,0.2750009607409087,0.020984577481043508,-1.0080759319232122,1.5580778534050297,T
Oc1ccccc1c1ccccc1,0.28057859976393495,-0.4941128329258674,-1.0764895100701488,1.6376467095980187,T
ClCC(=O)c1ccc(cc1)NC(=O)C,0.2827317483370371,-0.8730472649380243,-1.5571281741815644,2.1225916708556385,T
C[N+]1(C)CCCCC1.[Cl-],0.2842458507307796,-0.45648377111502847,-0.42787887374999606,0.9963705752115553,T
COc1nc(nc(c1)OC)NC(=O)NS(=O)(=O)Cc1ccccc1C(=O)OC,0.28660640437360474,0.12325116643447916,-1.0499295682410483,1.6231423769882578,T
CO/N=C(/c1ccccc1COc1cc(C)ccc1C)\C(=O)NC,0.2869784786057148,1.1520080543334354,-0.6734795530605592,1.2474365102719887,T
Clc1cnc2c(c1)ccc(c2C(=O)O)Cl,0.32316327875796713,-0.49516954484866715,-2.5846796415936493,3.2310061991095833,T
OC(C(C)(C)C)C(n1cncn1)Oc1ccc(cc1)c1ccccc1,0.3283524312332493,1.130222820427892,-0.7342303464270208,1.3909352088935194,T
Nc1ccc(cc1)S(=O)(=O)Nc1nc(C)cc(n1)C,0.3438508356031837,0.926061809364747,,,T
COC(=O)CC(c1ccc(cc1)Cl)NC(=O)C(C(C)C)NC(=O)OC(C)C,0.3467913623015691,-0.39915433395821653,-1.579067983770398,2.2726507083735363,T
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1ncccc1C(=O)N(C)C,0.37673477863820864,-0.7065214948994436,-0.9305221627335629,1.6839917200099803,T
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)N(S(=O)(=O)C)C,0.3798286631628016,-0.12749354475678243,-0.7210641063434218,1.480721432669025,T
