SMILES,LOAEL_measured_median,LOAEL_predicted,Confidence
ClC12C3C4(C(C1(Cl)Cl)(C1(C2(C3(Cl)C(C41Cl)(Cl)Cl)Cl)Cl)Cl)Cl,1.9566e-05,0.0014217916687719956,0.625
ClC1=C(Cl)C2(C(C1(Cl)C1C2C2CC1C=C2)(Cl)Cl)Cl,2.7404e-05,0.0013706062569694513,1
N#Cc1nn(c(c1S(=O)C(F)(F)F)N)c1c(Cl)cc(cc1Cl)C(F)(F)F,0.00013611,0.012636565759511635,1
Clc1ccc2c(c1)[n+]([O-])nc(n2)n1cncc1,0.00020191,0.06134084368719656,1
OC(=O)C(Oc1ccc(cc1)Oc1ncc(cc1Cl)C(F)(F)F)C,0.00027647,0.010309205899374637,1
CCOP(=S)(SCSC(C)(C)C)OCC,0.00027736000000000004,0.003281002651967321,1
ClC1C2OC2C2C1C1(Cl)C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl,0.00028896749999999995,0.0007308189563592216,1
ClC1=C(Cl)C2(C(C1(Cl)C1C2C2CC1C1C2O1)(Cl)Cl)Cl,0.000295345,0.00038858131599372076,1
CCSCCSP(=S)(OCC)OCC,0.00036443,0.002479025960626162,1
CNC(=O)ON=CC(SC)(C)C,0.00052559,0.049415575509958495,1
COC(=O)C(Oc1ccc(cc1)Oc1ccc(cc1Cl)Cl)C,0.00058619,0.17281993122474898,1
CCSCSP(=S)(OCC)OCC,0.00061449,0.0007932432885978219,1
OC1CCCCCc2cc(O)cc(c2C(=O)OC(CCC1)C)O,0.00062036,0.46407564001892226,1
ClC1C=CC2C1C1(Cl)C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl,0.000843785,0.00023424144160233445,1
c1ccc(cc1)[Sn](c1ccccc1)c1ccccc1,0.00085711,0.6089345620132928,1
CCOP(=O)(SC(CC)C)SC(CC)C,0.000872805,0.00431082033723489,1
CCS(=O)CCSP(=O)(OC)OC,0.00089328,0.0013951101578154512,1
ClC1CC2C(C1Cl)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,0.000939545,0.0003282100247208412,1
COP(=S)(Oc1ccc(cc1)N(=O)=O)OC,0.00094982,0.00808983327405174,1
Clc1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,0.0010183,0.1496193233273976,1
CNC(=O)CSP(=S)(OC)OC,0.0010905,0.009515127939063844,1
COP(=O)(SCCS(=O)(=O)CC)OC,0.0011438,0.0012475492886251487,1
