SMILES,LOAEL parental as dose (mmol/kg bw per day)
[O-][N+]2=NC(N3C=CN=C3)=NC1=CC=C(Cl)C=C12,0.00020190555530632425
ClC(C=C(C=C1Cl)C(F)(F)F)=C1N2N=C(C(S(C(F)(F)F)=O)=C2N)C#N,0.00013496580117055152
CC(C(O)=O)OC2=CC=C(C=C2)OC1=C(Cl)C=C(C(F)(F)F)C=N1,0.0002764719511333511
S=P(OCC)(OCC)SCSC(C)(C)C,0.00034670385697674235
CCSCSP(OCC)(OCC)=S,0.0006144925475253195
CC(OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1)C(OC)=O,0.0005861906011027885
S=P(OC)(OC)SCC(NC)=O,0.000872381733741038
S=P(OC)(OC)OC1=CC(C)=C(SC)C=C1,0.0007185764991867223
O=P(OC)(OC)SCCS(CC)=O,0.0008932752807580748
O=P(OCC)(SC(C)CC)SC(C)CC,0.0008210296720157477
O=P(SC)(OC)N,0.0020548549325897737
CCS(CCSP(OC)(OC)=O)(=O)=O,0.0011437981092748413
O=P(OC)(OC)SCCSCC,0.001519854088965729
O=P(OC)(OC)O/C(C)=C/C(OC)=O,0.0015614663384413926
O=C1N(P(OCC)(SC(C)CC)=O)CCS1,0.001341107599716744
CS(C(C=C2Cl)=CC=C2C(C(C(CCC1)=O)C1=O)=O)(=O)=O,0.0012166633663470796
O=P(OCC)(OC1=CC=C(SC)C(C)=C1)NC(C)C,0.001516363034790411
O=C(C2=CC=C(S(=O)(C)=O)C=C2[N+]([O-])=O)C1C(CCCC1=O)=O,0.001414591694222218
O=P(SCCC)(OCC)SCCC,0.002063225311384027
S=P(OC)(OC)OC1=CC=C([N+]([O-])=O)C=C1,0.0018996422061897484
S=P(OC)(OC)OC1=CC=C([N+]([O-])=O)C=C1,0.002089606472099723
S=P(OC)(OC)SCN1C(SC(OC)=N1)=O,0.0021168829879502555
S=P(OC)(OC)OC1=CC(C)=C(SC)C=C1,0.0025868754613179463
N4(N=CN=C4)[Sn](C2CCCCC2)(C3CCCCC3)C1CCCCC1,0.0018110419025972907
CC2(C)OC1=CC=CC(OC(NC)=O)=C1O2,0.0035838244976124515
O=[N+]([O-])C(Cl)(Cl)Cl,0.006083642787963147
S=P(OC1=NC(Cl)=C(Cl)C=C1Cl)(OCC)OCC,0.002852364738724816
ClC1=CC(Cl)=C(OP(OC)(OC)=S)N=C1Cl,0.003100456591840454
O[Sn](C2CCCCC2)(C3CCCCC3)C1CCCCC1,0.002596303652874617
CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC)OC)OC)C)C.C1=CC=C(C=C1)C(=O)O,0.0009918273033473258
FC(F)(F)C1=CC=C(N[C@@H]([C@H](C)C)C(OC(C#N)C2=CC(OC3=CC=CC=C3)=CC=C2)=O)C(Cl)=C1,0.001988416717024977
O=C(O)COC1=NC(Cl)=C(Cl)C=C1Cl,0.0038990829980641837
O=C(CCC1)C(C(C2=CC=C(S(=O)(C)=O)C(COCC(F)(F)F)=C2Cl)=O)C1=O,0.002381932321850521
C(C(CCl)O)O,0.009951195933270719
O=C(NC)OC1=C(OC(C)(C)C2)C2=CC=C1,0.005288078037050265
FC(F)(F)C(S2)=NN=C2OCC(N(C(C)C)C1=CC=C(F)C=C1)=O,0.0033027779077186826
S=P(OCC)(OCC)OC(C=C2)=CC1=C2C(C)=C(Cl)C(O1)=O,0.0033630532459809582
ClC1=NC(NCC)=NC(NC(C)(C)C)=N1,0.005398114462735858
CCOP(OC2=NN(C=N2)C1=CC=CC=C1)(OCC)=S,0.004149211896481245
O[Sn](C2CCCCC2)(C3CCCCC3)C1CCCCC1,0.003608862040355308
O=P(OCC)(OCC)O/C(C1=CC=C(Cl)C=C1Cl)=C/Cl,0.004171650398342553
CCC1=NN(C(=C1Cl)C(=O)NCC2=CC=C(C=C2)OC3=CC=C(C=C3)C)C,0.003907559846623587
ClC1=NC(NCC)=NC(NC(C)(C)C)=N1,0.006921775895097049
CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],0.005493362006308507
O=C(N(C)C)NC1=CC(Cl)=C(Cl)C=C1,0.007293179580314936
O=P(OCC)(OC1=CC=C(SC)C(C)=C1)NC(C)C,0.005603950401492444
CC(CC2=CC=C(C(C)(C)C)C=C2)CN1CC(OC(C1)C)C,0.005601648122412352
ClC1=NC(NCC)=NC(NC(C)(C)C)=N1,0.0074006409463509264
S=P(OC)(OC)SCN1C(SC(OC)=N1)=O,0.005689123251910172
S=P(OCC)(OCC)SCSP(OCC)(OCC)=S,0.004681695305160139
S=P(OC)(OC)SCN1C(C(C=CC=C2)=C2C1=O)=O,0.005672488506643871
CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C.CC1C=CC=C2COC3C2(C(C=C(C3O)C)C(=O)OC4CC(CC=C(C1OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)O)OC)OC)C)OC7(C4)C=CC(C(O7)C(C)C)C)O,0.0011546496256700967
OC(C2=C(Cl)C=CC=C2)(C3=CN=CN=C3)C1=CC=C(Cl)C=C1,0.006038720639060896
O=C(N(OC)C)NC1=CC=C(Cl)C=C1,0.00931754394759366
S=P(OC)(OC)OC1=NC(N(CC)CC)=NC(C)=C1,0.0068777238395693234
OC(C1=CC=C(Cl)C=C1)(C2=CC=C(Cl)C=C2)C(Cl)(Cl)Cl,0.005938151689011985
O=P(OC)(OC)O/C=C(Cl)\Cl,0.010408382170442241
O=C(SCC1=CC=CC=C1)N(CCC)CCC,0.009149216533940492
O=P(SCCC)(OCC)SCCC,0.010068539755671456
O=P(SC)(OC)NC(C)=O,0.013648831720059621
O=C(N(C1=C(CC)C=CC=C1CC)COC)CCl,0.009267253123156974
NC1=NNC=N1,0.029733601205328832
NC#N,0.059467202410657664
CC1(C)C(/C=C(Br)/Br)C1C(OC(C#N)C2=CC(OC3=CC=CC=C3)=CC=C2)=O,0.004948543461552866
CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC)OC)OC)C)C.C1=CC=C(C=C1)C(=O)O,0.0024795682583683147
OC(C2=C(Cl)C=CC=C2)(C3=CN=CN=C3)C1=CC=C(Cl)C=C1,0.007548400798826121
O=C(OC(C#N)C3=CC(OC4=CC=CC=C4)=C(F)C=C3)C(C(C)2C)C2/C=C(Cl)/C1=CC=C(Cl)C=C1,0.004898276703964497
CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],0.008583378006954733
S=P(OC)(OC)OC1=CC=C([N+]([O-])=O)C=C1,0.009498211030948741
N#C/N=C1SCCN/1CC2=CC=C(Cl)N=C2,0.009892243396986886
CN(C)C(S[Zn]SC(N(C)C)=S)=S,0.00817493363915869
C[N+](C=C2)=CC=C2C1=CC=[N+](C)C=C1,0.013691057325028715
S=P(OC)(OC)SCN1N=NC(C=CC=C2)=C2C1=O,0.008508644649457775
O=C(OC(C)1C=C)N(C2=CC(Cl)=CC(Cl)=C2)C1=O,0.009436904951368202
O=C2C(N)=C(Cl)C(C1=CC=CC=C12)=O,0.013920121360835688
O=S3OCC1C(CO3)C2(Cl)C(Cl)=C(Cl)C(Cl)1C(Cl)2Cl,0.007126618167084564
[N+]12=CC=CC=C1C3=[N+](C=CC=C3)CC2,0.015794866515636753
O=C(OC(C)(C)C)C1=CC=C(CO/N=C/C2=C(OC3=CC=CC=C3)N(C)N=C2C)C=C1,0.0071176254993963305
CCNC1=NC(NC(C)C)=NC(Cl)=N1,0.014372927711833409
O=C(OCC)NC1=CC=CC(OC(NC2=CC=CC=C2)=O)=C1,0.010655682947629983
N#CC(C(Cl)=CC=C1)=C1Cl,0.0186034162597095
CCS(=O)C1=C(N(N=C1C#N)C2=C(C=C(C=C2Cl)C(F)(F)F)Cl)N,0.008056334643428573
