SMILES,LOAEL_mmol_kg_bw_day
C1=C(C(=CC(=C1NN=C3C2=C(C=C([S]([O-])(=O)=O)C=C2)C=CC3=O)OC)[S]([O-])(=O)=O)C.[Na+].[Na+],7.531899781214326
O1C(=O)C(O)=C(O)C1C(O)CO,17.323010613197102
C1(C)=C(C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C(=O)OC)C(C)(C)CCC1,1.119409718240544
c(cccc1)(c1)C(C)C,3.8438632722857955
O=C(OCCCC)c(c(ccc1)C(=O)OCCCC)c1,2.1556100397968727
O=C(OCC)c(c(ccc1)C(=O)OCC)c1,19.95615854702247
O=C(OC(OC(OC1C)C)C1)C,0.7175892491582392
Oc(c(ccc1)C)c1C,0.04911414454620167
Oc(ccc(c1C)C)c1,0.1145996706078039
O=C(OCC)C=C,2.477130986890983
c(cccc1)(c1)CC,3.843074459567654
OCCO,4.027850816139244
c(ccc1C(=O)OCC(=O)OCC)cc1C(=O)OCC,8.919866912731305
O=C,2.73096831477274
O=C(O)C=CC(=O)O,9.313172081918696
OCC(O)CO,74.73899985905678
O=C(OC)c(ccc(O)c1)c1,9.858865736182537
O=C(OCCC)c(ccc(O)c1)c1,8.324062177858794
CC(CCC(=O)(O))C3CCC4C2CCC1CC(O)CCC1(C)C2CCC34C,1.3277652171188237
OC(C(CCC1C)C(C)C)C1,3.7948308388559964
O=C(O)C(=C)C,2.8807316686731115
O=C(OC)c(c(O)ccc1)c1,2.366127776683809
Oc(cccc1)c1,3.655248831064175
O=C(OCCC)c(cc(O)c(O)c1O)c1,4.071644352421931
OCC(O)C1C(O)=C(O)C(=O)O1,8.82332300652517
c(cccc1)(c1)C=C,0.20163396483810905
O=Cc(occ1)c1,0.624453213155231
NCCNc1cccc2ccccc12,0.4241543329029509
CN(C)(C)CCCl,2.2427665071284903
O=C(Nc(ccc(c1)C(=O)CCl)c1)C,7.465334624174738
c(ccc(c1)Cl)(c1)C(c(ccc(c2)Cl)c2)C(Cl)(Cl)Cl,0.09027148189044054
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)(O),0.03228091610123117
O=N(=O)C(=CC=C1OC)C=C1N=NC(C(O)=C2C(=O)NC(=CC=C4)C=C4N(=O)=O)=C(C=C3)C(=C2)C=C3,4.308389780762046
O=N(=O)C(C=C1)=CC(OCCO)=C1NCCO,0.9453881078267568
Cc1cccc(CC)c1N(C(=O)CCl)COCC,0.18534506246313948
C1=C(C(=CC=C1OC2=CC=C(C=C2Cl)C(F)(F)F)[N+](=O)[O-])C(=O)[O-].[Na+],0.46919094173712006
CCc1cccc(CC)c1N(COC)C(=O)CCl,0.05560351873894184
O=C(Nc(ccc(OCC)c1N)c1)C,6.1010029534002825
Oc(ccc(N)c1)c1,6.286318149278613
CC(N)CC(=CC=C1)C=C1,0.036980547196719206
O(c(ccc(c1)C=CC)c1)C,2.3211612715861247
COc1ccc(N)cc1,3.8488877932280037
O=C(O)c(c(N)ccc1)c1,20.060380944519448
Clc2cccc(c2)c1ccccc1,0.021202965065040626
O=C(NC(C(=O)OC)Cc(cccc1)c1)C(N)CC(=O)O,0.4994850207500349
n1c2ccc(Cl)cc2ncc1Oc3ccc(OC(C)C(=O)OCC)cc3,0.009924832004782804
COC(=O)NS(=O)(=O)c1ccc(N)cc1,0.7817895162025876
S=P(OC)(OC)SCN1N=Nc2ccccc2C1(=O),0.0011344859332252924
CNC(=O)Oc1ccccc1OC(C)C,0.23895810443138246
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,0.08510674803234901
O=S(O)(=O)C(=CC=C1)C=C1CN(CC)=C(C=C2)C=CC2=C(C(C=C3)=CC=C3N(C)C)C(C=C4)=CC=C4N(CC)CC(C=C5)=CC(=C5)S(=O)(=O)O,1.009963174498295
c(c(cccc1)c1)(cccc2)c2,1.6211890708511503
BrC(Cl)Cl,0.7935120501519148
ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2(=O),0.034377949341570596
O=C(Oc(c(c(ccc1)cc2)c1)c2)NC,0.07752660703214034
CC1=C(SCCO1)C(=O)Nc2ccccc2,0.1274956638724717
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,0.0006588923229380624
O=C(O)CCl,0.317470328693963
ClC(=CC=C1N)C=C1,0.047032433723070206
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,0.026531991066147967
n1c(OC)nc(C)nc1NC(=O)NS(=O)(=O)c2ccccc2Cl,0.06987675250196507
OS(=O)(=O)C(C(=CC=C2)C1=C2)=CC=C1N=NC(C(O)=C3N=NC(C(C=C5)=C4C=C5)=CC=C4S(O)(=O)=O)=CC(=C3O)CO,1.2093346835379808
S=P(OCC)(OCC)Oc1ccc2C(C)=C(Cl)C(=O)Oc2c1,0.0022052807653206367
CNP(=O)(OC)Oc1ccc(cc1Cl)C(C)(C)C,0.013712205220154254
C(C1C2C(C(O)C(O1)OC8C(OC(OC7C(OC(OC6C(OC(OC5C(C(C(OC4C(C(C(OC3C(C(C(O2)OC3CO)O)O)OC4CO)O)O)OC5CO)O)O)C(C6O)O)CO)C(C7O)O)CO)C(C8O)O)CO)O)O,1.4097112541302337
n1c(N)nc(N)nc1NC2CC2,0.09026150563412319
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,1.5061863289853148
O=C(O)C(Cl)(Cl)C,0.1970361896096669
Nc1cc(N)c(O)cc1,0.2013846888993215
FC(F)(Cl)Cl,1.2405561628307704
ClCCl,0.5887022388817106
O=P(OC)(OC)OC=C(Cl)Cl,0.010408382386229365
